2026-06-11T20:10:19.424093+0530 | INFO | memory.session_manager:__init__ | 📁 SessionManager initialized. Storage: C:\Users\joysa\healthcare-chatbot\backend\sessions
2026-06-11T20:19:20.579030+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-11T20:19:20.579779+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=symptom_check
2026-06-11T20:19:31.030585+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T20:19:31.662384+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T20:20:21.491875+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=33eb3166, safe=True
2026-06-11T20:21:20.701382+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='provide me the recent article facts about a medicine related'
2026-06-11T20:21:20.701382+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: d9b7ee92
2026-06-11T20:21:20.717350+0530 | INFO | pipeline:run_pipeline | New session created: d9b7ee92
2026-06-11T20:21:20.795516+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T20:21:49.887018+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T20:21:49.887018+0530 | INFO | pipeline:run_pipeline | Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T20:21:49.908321+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=general_medical, emergency=0
2026-06-11T20:21:49.908321+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-11T20:21:49.908321+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T20:21:49.908321+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-11T20:21:49.908321+0530 | INFO | agents.web_search:search | 🔍 Web search: 'provide me the recent article facts about a medicine related and also provide me the sources that you are get ir from'
2026-06-11T20:21:51.503714+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-11T20:21:51.503714+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-11T20:21:51.511574+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=general_medical
2026-06-11T20:22:31.827362+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T20:22:32.431442+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T20:22:36.431375+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='provide me the recent article facts about a medicine related'
2026-06-11T20:22:36.433353+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: 03fb9a86
2026-06-11T20:22:36.434022+0530 | INFO | pipeline:run_pipeline | New session created: 03fb9a86
2026-06-11T20:22:36.477397+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T20:23:31.287533+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=d9b7ee92, safe=True
2026-06-11T20:23:44.281567+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T20:23:44.282092+0530 | INFO | pipeline:run_pipeline | Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T20:23:44.294296+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=general_medical, emergency=0
2026-06-11T20:23:44.294296+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-11T20:23:44.294296+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T20:23:44.294296+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-11T20:23:44.295895+0530 | INFO | agents.web_search:search | 🔍 Web search: 'provide me the recent article facts about a medicine related and also provide me the sources that you are get ir from",'
2026-06-11T20:23:44.865148+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-11T20:23:44.865148+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-11T20:23:44.867491+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=general_medical
2026-06-11T20:25:17.651674+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=03fb9a86, safe=True
2026-06-11T21:34:25.921526+0530 | INFO | main:lifespan | 👋 Shutting down...
2026-06-11T21:45:42.056759+0530 | INFO | memory.session_manager:__init__ | 📁 SessionManager initialized. Storage: C:\Users\joysa\healthcare-chatbot\backend\sessions
2026-06-11T21:45:42.188603+0530 | INFO | main:lifespan | 🚀 Starting Healthcare Chatbot v1.0.0
2026-06-11T21:45:42.188603+0530 | INFO | main:lifespan | Checking Ollama connection...
2026-06-11T21:45:42.590993+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T21:45:42.916310+0530 | INFO | main:lifespan | ✅ Ready. Models available: ['llama3:latest']
2026-06-11T21:46:00.035691+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T21:46:00.652773+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T21:46:18.798157+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='Can I take paracetamol with ibuprofen?'
2026-06-11T21:46:18.816024+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: 9dd116eb
2026-06-11T21:46:18.816024+0530 | INFO | pipeline:run_pipeline | New session created: 9dd116eb
2026-06-11T21:46:18.855946+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T21:46:56.991525+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=medication_info, emergency=0, confidence=1.00
2026-06-11T21:46:56.992570+0530 | INFO | pipeline:run_pipeline | Classification: intent=medication_info, emergency=0, confidence=1.00
2026-06-11T21:46:57.020627+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=medication_info, emergency=0
2026-06-11T21:46:57.020627+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-11T21:46:57.020627+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T21:46:57.022560+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-11T21:46:57.022560+0530 | INFO | agents.web_search:search | 🔍 Web search: 'Can I take paracetamol with ibuprofen?'
2026-06-11T21:46:57.479262+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-11T21:46:57.479262+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-11T21:46:57.485191+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=medication_info
2026-06-11T21:48:12.563954+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=9dd116eb, safe=True
2026-06-11T21:56:14.499699+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='Can drinking gasoline cure fever?

Does eating magnets cure '
2026-06-11T21:56:14.565160+0530 | INFO | pipeline:run_pipeline | Existing session: 9dd116eb
2026-06-11T21:56:14.583780+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T21:56:54.726417+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=out_of_scope, emergency=0, confidence=1.00
2026-06-11T21:56:54.726417+0530 | INFO | pipeline:run_pipeline | Classification: intent=out_of_scope, emergency=0, confidence=1.00
2026-06-11T21:56:54.751917+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=out_of_scope, emergency=0
2026-06-11T21:56:54.757689+0530 | INFO | agents.decision_engine:decide | 🚫 Out-of-scope query
2026-06-11T21:56:54.757689+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T21:56:54.757689+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=out_of_scope
2026-06-11T21:57:16.778209+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T21:57:17.415435+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-11T21:57:24.816232+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='Can drinking gasoline cure fever?

Does eating magnets cure '
2026-06-11T21:57:24.840936+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: 73ea5682
2026-06-11T21:57:24.840936+0530 | INFO | pipeline:run_pipeline | New session created: 73ea5682
2026-06-11T21:57:24.874172+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T21:58:14.769023+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=9dd116eb, safe=True
2026-06-11T21:58:30.446389+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=out_of_scope, emergency=0, confidence=1.00
2026-06-11T21:58:30.446977+0530 | INFO | pipeline:run_pipeline | Classification: intent=out_of_scope, emergency=0, confidence=1.00
2026-06-11T21:58:30.474379+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=out_of_scope, emergency=0
2026-06-11T21:58:30.474379+0530 | INFO | agents.decision_engine:decide | 🚫 Out-of-scope query
2026-06-11T21:58:30.474379+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T21:58:30.478399+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=out_of_scope
2026-06-11T21:59:48.042277+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=73ea5682, safe=True
2026-06-11T22:04:40.382551+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='Can pregnant women eat papaya'
2026-06-11T22:04:40.566084+0530 | INFO | pipeline:run_pipeline | Existing session: 73ea5682
2026-06-11T22:04:40.601272+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-11T22:05:08.706579+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T22:05:08.709619+0530 | INFO | pipeline:run_pipeline | Classification: intent=general_medical, emergency=0, confidence=1.00
2026-06-11T22:05:08.745207+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=general_medical, emergency=0
2026-06-11T22:05:08.747162+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-11T22:05:08.747162+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-11T22:05:08.747162+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-11T22:05:08.750017+0530 | INFO | agents.web_search:search | 🔍 Web search: 'Can pregnant women eat papaya'
2026-06-11T22:05:09.220636+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-11T22:05:09.222960+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-11T22:05:09.230758+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=general_medical
2026-06-11T22:06:16.483180+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=73ea5682, safe=True
2026-06-11T22:09:13.292678+0530 | INFO | main:lifespan | 👋 Shutting down...
2026-06-12T09:02:21.204210+0530 | INFO | memory.session_manager:__init__ | 📁 SessionManager initialized. Storage: C:\Users\joysa\healthcare-chatbot\backend\sessions
2026-06-12T09:02:21.294660+0530 | INFO | main:lifespan | 🚀 Starting Healthcare Chatbot v1.0.0
2026-06-12T09:02:21.294660+0530 | INFO | main:lifespan | Checking Ollama connection...
2026-06-12T09:02:21.656202+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:02:21.934713+0530 | INFO | main:lifespan | ✅ Ready. Models available: ['llama3:latest']
2026-06-12T09:02:45.252926+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:02:45.793489+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:03:07.620844+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:03:08.150905+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:04:05.095491+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='i have cough,fever,headache what to do'
2026-06-12T09:04:05.099965+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: 1d05fbe1
2026-06-12T09:04:05.099965+0530 | INFO | pipeline:run_pipeline | New session created: 1d05fbe1
2026-06-12T09:04:05.117889+0530 | INFO | agents.classifier:classify | 🤖 Classifying with Ollama [llama3]...
2026-06-12T09:04:36.369500+0530 | INFO | agents.classifier:classify | 📊 Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:04:36.373387+0530 | INFO | pipeline:run_pipeline | Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:04:36.394124+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=symptom_check, emergency=2
2026-06-12T09:04:36.394124+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-12T09:04:36.394124+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-12T09:04:36.394124+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-12T09:04:36.394124+0530 | INFO | agents.web_search:search | 🔍 Web search: 'i have cough,fever,headache what to do'
2026-06-12T09:04:36.733105+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-12T09:04:36.737106+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-12T09:04:36.742404+0530 | INFO | agents.responder:generate | 💬 Generating response for intent=symptom_check
2026-06-12T09:05:57.404745+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=1d05fbe1, safe=True
2026-06-12T09:13:23.796375+0530 | INFO | main:lifespan | 👋 Shutting down...
2026-06-12T09:42:51.201043+0530 | INFO | memory.session_manager:__init__ | 📁 SessionManager initialized. Storage: C:\Users\joysa\healthcare-chatbot\backend\sessions
2026-06-12T09:42:52.204615+0530 | INFO | main:lifespan | 🚀 Starting Healthcare Chatbot v1.0.0
2026-06-12T09:42:52.204615+0530 | INFO | main:lifespan | Checking Ollama connection...
2026-06-12T09:42:52.583614+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:42:52.853071+0530 | INFO | main:lifespan | ✅ Ready. Models available: ['llama3:latest']
2026-06-12T09:43:09.189732+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:43:09.739720+0530 | INFO | utils.ollama_client:check_ollama_running | ✅ Ollama is running. Available models: ['llama3:latest']
2026-06-12T09:43:13.226271+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='hi'
2026-06-12T09:43:13.229505+0530 | INFO | memory.session_manager:create_session | 🆕 Created new session: b3c25626
2026-06-12T09:43:13.229505+0530 | INFO | pipeline:run_pipeline | New session created: b3c25626
2026-06-12T09:43:13.243727+0530 | INFO | agents.classifier:classify | Classifying with LangChain + Ollama [llama3]...
2026-06-12T09:43:41.074553+0530 | INFO | agents.classifier:classify | Classification: intent=greeting, emergency=0, confidence=1.00
2026-06-12T09:43:41.074553+0530 | INFO | pipeline:run_pipeline | Classification: intent=greeting, emergency=0, confidence=1.00
2026-06-12T09:43:41.104905+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=greeting, emergency=0
2026-06-12T09:43:41.104905+0530 | INFO | agents.decision_engine:decide | 👋 Simple greeting route
2026-06-12T09:43:41.104905+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-12T09:43:41.108080+0530 | INFO | agents.responder:generate | Generating response for intent=greeting
2026-06-12T09:44:03.247698+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=b3c25626, safe=True
2026-06-12T09:44:16.532446+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='i have chest pain'
2026-06-12T09:44:16.561945+0530 | INFO | pipeline:run_pipeline | Existing session: b3c25626
2026-06-12T09:44:16.566311+0530 | WARNING | agents.preprocessor:process | 🚨 Emergency keywords detected: ['chest pain']
2026-06-12T09:44:17.552024+0530 | WARNING | agents.classifier:classify | Emergency fast-path triggered: ['chest pain']
2026-06-12T09:44:17.552024+0530 | INFO | pipeline:run_pipeline | Classification: intent=emergency, emergency=4, confidence=1.00
2026-06-12T09:44:17.581680+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=emergency, emergency=4
2026-06-12T09:44:17.581680+0530 | WARNING | agents.decision_engine:decide | 🚨 CRITICAL emergency detected — emergency_stop route
2026-06-12T09:44:17.581680+0530 | INFO | pipeline:run_pipeline | Decision: action=emergency_stop, skip_llm=True
2026-06-12T09:46:04.639728+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='My child won't stop crying and has a fever.'
2026-06-12T09:46:04.662286+0530 | INFO | pipeline:run_pipeline | Existing session: b3c25626
2026-06-12T09:46:04.664301+0530 | INFO | agents.classifier:classify | Classifying with LangChain + Ollama [llama3]...
2026-06-12T09:46:28.551870+0530 | INFO | agents.classifier:classify | Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:46:28.553272+0530 | INFO | pipeline:run_pipeline | Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:46:28.573950+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=symptom_check, emergency=2
2026-06-12T09:46:28.574949+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-12T09:46:28.587206+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-12T09:46:28.588207+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-12T09:46:28.598298+0530 | INFO | agents.web_search:search | 🔍 Web search: 'My child won't stop crying and has a fever.'
2026-06-12T09:46:28.958441+0530 | ERROR | agents.web_search:search | DuckDuckGo search failed: unsupported format string passed to datetime.timedelta.__format__
2026-06-12T09:46:28.958441+0530 | INFO | pipeline:run_pipeline | Found 0 search results
2026-06-12T09:46:28.965494+0530 | INFO | agents.responder:generate | Generating response for intent=symptom_check
2026-06-12T09:46:50.874587+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE END ═══ session=b3c25626, safe=True
2026-06-12T09:48:14.214907+0530 | INFO | pipeline:run_pipeline | ═══ PIPELINE START ═══ message='7 year old they have been crying for 5 hrs symptoms like sor'
2026-06-12T09:48:14.279122+0530 | INFO | pipeline:run_pipeline | Existing session: b3c25626
2026-06-12T09:48:14.296267+0530 | INFO | agents.classifier:classify | Classifying with LangChain + Ollama [llama3]...
2026-06-12T09:48:33.147612+0530 | INFO | agents.classifier:classify | Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:48:33.147612+0530 | INFO | pipeline:run_pipeline | Classification: intent=symptom_check, emergency=2, confidence=0.90
2026-06-12T09:48:33.168950+0530 | INFO | agents.decision_engine:decide | 🔀 Decision Engine: intent=symptom_check, emergency=2
2026-06-12T09:48:33.168950+0530 | INFO | agents.decision_engine:decide | 🏥 Medical route: needs_search=True, needs_memory=False
2026-06-12T09:48:33.172215+0530 | INFO | pipeline:run_pipeline | Decision: action=respond, skip_llm=False
2026-06-12T09:48:33.172822+0530 | INFO | pipeline:run_pipeline | 🔍 Performing web search...
2026-06-12T09:48:33.172822+0530 | INFO | agents.web_search:search | 🔍 Web search: '7 year old they have been crying for 5 hrs symptoms like sore'
